"number_edges_cminet","number_edges_phy","TP","F_score"
82,77,70,0.880503144654088
82,84,67,0.80722891566265
82,73,65,0.838709677419355
82,71,62,0.810457516339869
82,72,66,0.857142857142857
82,72,64,0.831168831168831
82,73,62,0.8
82,73,67,0.864516129032258
82,97,72,0.804469273743017
82,79,64,0.795031055900621
82,73,60,0.774193548387097
82,73,64,0.825806451612903
82,78,66,0.825
82,84,72,0.867469879518072
82,73,67,0.864516129032258
82,71,64,0.836601307189543
82,75,68,0.86624203821656
82,79,67,0.832298136645963
82,84,68,0.819277108433735
82,79,69,0.857142857142857
82,80,69,0.851851851851852
82,79,67,0.832298136645963
82,77,65,0.817610062893082
82,76,66,0.835443037974684
82,84,72,0.867469879518072
82,77,68,0.855345911949686
82,80,68,0.839506172839506
82,78,64,0.8
82,75,64,0.815286624203822
82,62,52,0.722222222222222
82,80,68,0.839506172839506
82,78,64,0.8
82,77,66,0.830188679245283
82,78,69,0.8625
82,72,66,0.857142857142857
82,83,63,0.763636363636364
82,81,71,0.871165644171779
82,74,69,0.884615384615385
82,85,68,0.81437125748503
82,77,67,0.842767295597484
82,84,71,0.855421686746988
82,82,69,0.841463414634146
82,79,65,0.807453416149068
82,81,65,0.797546012269939
82,80,64,0.790123456790124
82,82,66,0.804878048780488
82,78,64,0.8
82,75,68,0.86624203821656
82,77,67,0.842767295597484
82,80,70,0.864197530864198
