"number_edges_cminet","number_edges_phy","TP","F_score"
302,287,234,0.794567062818336
302,296,223,0.745819397993311
302,293,226,0.759663865546219
302,310,246,0.803921568627451
302,301,245,0.812603648424544
302,307,247,0.811165845648604
302,320,249,0.80064308681672
302,295,244,0.817420435510888
302,335,245,0.769230769230769
302,300,240,0.79734219269103
302,299,233,0.775374376039933
302,287,232,0.787775891341256
302,308,238,0.780327868852459
302,294,244,0.818791946308725
302,292,239,0.804713804713805
302,296,241,0.806020066889632
302,301,247,0.819237147595356
302,300,245,0.813953488372093
302,311,242,0.789559543230016
302,278,238,0.820689655172414
302,296,253,0.846153846153846
302,274,226,0.784722222222222
302,320,248,0.797427652733119
302,283,234,0.8
302,303,247,0.816528925619835
302,306,249,0.819078947368421
302,303,247,0.816528925619835
302,278,224,0.772413793103448
302,301,249,0.825870646766169
302,287,230,0.780984719864177
302,303,247,0.816528925619835
302,301,230,0.76285240464345
302,321,251,0.80577849117175
302,296,240,0.802675585284281
302,287,249,0.845500848896435
302,291,228,0.768971332209106
302,305,250,0.823723228995058
302,306,248,0.81578947368421
302,314,251,0.814935064935065
302,307,235,0.77175697865353
302,295,240,0.804020100502512
302,294,239,0.802013422818792
302,305,254,0.836902800658978
302,303,239,0.790082644628099
302,299,244,0.81198003327787
302,296,243,0.812709030100334
302,299,246,0.818635607321131
302,296,235,0.785953177257525
302,302,244,0.80794701986755
302,289,248,0.839255499153976
