"number_edges_cminet","number_edges_phy","TP","F_score"
1163,1025,807,0.737659963436929
1163,1048,793,0.717322478516508
1163,979,802,0.748832866479925
1163,1172,872,0.746895074946467
1163,1249,932,0.772802653399668
1163,1213,892,0.750841750841751
1163,1179,891,0.760888129803587
1163,1058,823,0.741107609185052
1163,1101,819,0.723498233215548
1163,1201,865,0.73181049069374
1163,1309,923,0.746763754045307
1163,1279,914,0.748566748566749
1163,1194,848,0.719558761137039
1163,1068,820,0.735096369341103
1163,1001,819,0.756931608133087
1163,1227,879,0.735564853556485
1163,1288,897,0.731946144430844
1163,1239,916,0.762697751873439
1163,1218,888,0.745905081898362
1163,1179,871,0.743808710503843
1163,1236,882,0.735306377657357
1163,1070,817,0.731751007613077
1163,1245,876,0.727574750830565
1163,1255,911,0.753515301902399
1163,1300,898,0.729192042224929
1163,1219,892,0.748950461796809
1163,996,796,0.737378415933302
1163,1034,796,0.724624487938097
1163,1241,892,0.742096505823627
1163,1079,800,0.713648528099911
1163,1008,794,0.731460156609857
1163,1282,889,0.72719836400818
1163,1277,886,0.726229508196721
1163,1273,905,0.743021346469622
1163,1249,934,0.774461028192371
1163,1088,821,0.729453576188361
1163,1242,913,0.759251559251559
1163,1024,813,0.743484224965707
1163,1239,879,0.731890091590341
1163,1065,833,0.747755834829443
1163,1231,893,0.746031746031746
1163,1051,816,0.737127371273713
1163,1221,926,0.776845637583893
1163,1034,812,0.739189804278562
1163,1246,897,0.744707347447073
1163,1058,794,0.714993246285457
1163,1234,902,0.752607425949103
1163,1303,923,0.748580697485807
1163,1253,933,0.772350993377483
1163,1249,922,0.764510779436153
