"number_edges_cminet","number_edges_phy","TP","F_score"
532,624,357,0.61764705882353
532,571,347,0.629193109700816
532,565,339,0.618049225159526
532,591,349,0.621549421193232
532,612,343,0.59965034965035
532,567,350,0.636942675159236
532,583,351,0.629596412556054
532,585,350,0.62667860340197
532,580,345,0.620503597122302
532,592,352,0.626334519572954
532,582,344,0.617594254937163
532,563,360,0.657534246575342
532,583,342,0.613452914798206
532,573,340,0.615384615384615
532,609,346,0.606485539000876
532,608,347,0.608771929824561
532,590,349,0.622103386809269
532,588,349,0.623214285714286
532,566,356,0.648451730418944
532,575,329,0.594399277326107
532,575,326,0.588979223125565
532,575,351,0.634146341463415
532,584,347,0.621863799283154
532,595,363,0.644188110026619
532,571,351,0.636446056210336
532,609,334,0.585451358457494
532,599,356,0.629531388152078
532,597,346,0.612931798051373
532,592,357,0.635231316725979
532,580,340,0.611510791366906
532,611,348,0.608923884514436
532,565,346,0.63081130355515
532,578,345,0.621621621621622
532,596,358,0.634751773049645
532,585,352,0.630259623992838
532,568,358,0.650909090909091
532,587,349,0.623771224307417
532,597,366,0.648361381753764
532,595,347,0.615794143744454
532,601,350,0.617828773168579
532,646,363,0.616298811544992
532,607,363,0.637401229148376
532,542,332,0.618249534450652
532,598,347,0.614159292035398
532,578,331,0.596396396396396
532,565,335,0.610756608933455
532,564,335,0.611313868613139
532,560,336,0.615384615384615
532,584,344,0.616487455197133
532,595,364,0.645962732919255
