"number_edges_cminet","number_edges_phy","TP","F_score"
625,602,431,0.702526487367563
625,624,438,0.701361088871097
625,553,409,0.694397283531409
625,651,453,0.710031347962382
625,660,444,0.691050583657588
625,647,470,0.738993710691824
625,667,463,0.71671826625387
625,663,466,0.72360248447205
625,699,448,0.676737160120846
625,651,468,0.733542319749216
625,608,442,0.716950527169505
625,653,456,0.713615023474178
625,678,440,0.675364543361474
625,600,443,0.723265306122449
625,690,463,0.704182509505703
625,595,436,0.714754098360656
625,610,413,0.668825910931174
625,678,472,0.724481964696853
625,683,462,0.706422018348624
625,674,451,0.694380292532717
625,687,469,0.714939024390244
625,668,455,0.703789636504254
625,651,460,0.721003134796238
625,587,457,0.754125412541254
625,647,462,0.726415094339622
625,681,449,0.687595712098009
625,692,454,0.689445709946849
625,670,467,0.721235521235521
625,572,438,0.731829573934837
625,653,453,0.708920187793427
625,701,475,0.716440422322775
625,668,455,0.703789636504254
625,689,469,0.713850837138508
625,630,471,0.750597609561753
625,672,465,0.71703932151118
625,644,449,0.707643814026793
625,651,448,0.702194357366771
625,685,484,0.738931297709924
625,687,479,0.730182926829268
625,675,472,0.726153846153846
625,659,464,0.722741433021807
625,606,448,0.727863525588952
625,649,438,0.687598116169545
625,673,463,0.713405238828968
625,555,421,0.713559322033898
625,577,440,0.732113144758735
625,673,455,0.701078582434515
625,562,422,0.711036225779275
625,681,445,0.681470137825421
625,650,462,0.724705882352941
