"number_edges_cminet","number_edges_phy","TP","F_score"
340,340,252,0.741176470588235
340,340,245,0.720588235294118
340,340,219,0.644117647058824
340,340,245,0.720588235294118
340,340,183,0.538235294117647
340,340,235,0.691176470588235
340,340,236,0.694117647058824
340,340,217,0.638235294117647
340,340,225,0.661764705882353
340,340,241,0.708823529411765
340,340,212,0.623529411764706
340,340,195,0.573529411764706
340,340,179,0.526470588235294
340,340,220,0.647058823529412
340,340,233,0.685294117647059
340,340,230,0.676470588235294
340,340,224,0.658823529411765
340,340,246,0.723529411764706
340,340,243,0.714705882352941
340,340,187,0.55
340,340,216,0.635294117647059
340,340,219,0.644117647058824
340,340,218,0.641176470588235
340,340,256,0.752941176470588
340,340,207,0.608823529411765
340,340,230,0.676470588235294
340,340,230,0.676470588235294
340,340,233,0.685294117647059
340,340,239,0.702941176470588
340,340,221,0.65
340,340,221,0.65
340,340,234,0.688235294117647
340,340,245,0.720588235294118
340,340,239,0.702941176470588
340,340,241,0.708823529411765
340,340,225,0.661764705882353
340,340,214,0.629411764705882
340,340,254,0.747058823529412
340,340,229,0.673529411764706
340,340,252,0.741176470588235
340,340,224,0.658823529411765
340,340,249,0.73235294117647
340,340,244,0.717647058823529
340,340,228,0.670588235294118
340,340,230,0.676470588235294
340,340,211,0.620588235294118
340,340,215,0.63235294117647
340,340,214,0.629411764705882
340,340,224,0.658823529411765
340,340,241,0.708823529411765
