"number_edges_cminet","number_edges_phy","TP","F_score"
537,211,189,0.505347593582888
537,524,373,0.70311027332705
537,190,177,0.486932599724897
537,575,403,0.724820143884892
537,605,369,0.646234676007005
537,610,400,0.697471665213601
537,649,397,0.669477234401349
537,661,419,0.699499165275459
537,717,398,0.634768740031898
537,581,402,0.719141323792487
537,311,266,0.627358490566038
537,626,395,0.679277730008598
537,592,379,0.671390611160319
537,276,242,0.595325953259533
537,643,400,0.677966101694915
537,250,227,0.576874205844981
537,224,195,0.512483574244415
537,597,399,0.703703703703704
537,736,423,0.664571877454831
537,625,380,0.654044750430293
537,683,426,0.698360655737705
537,589,403,0.715808170515098
537,548,386,0.711520737327189
537,266,236,0.587795765877958
537,596,392,0.691968225948808
537,751,416,0.645962732919255
537,761,432,0.665639445300462
537,665,403,0.670549084858569
537,195,178,0.486338797814208
537,594,387,0.684350132625995
537,704,420,0.676873489121676
537,644,398,0.674005080440305
537,750,417,0.648018648018648
537,476,369,0.72852912142152
537,658,403,0.674476987447699
537,621,396,0.683937823834197
537,506,357,0.684563758389262
537,626,421,0.723989681857266
537,664,416,0.692756036636137
537,644,416,0.704487722269263
537,580,380,0.680393912264995
537,260,233,0.584692597239649
537,682,409,0.67104183757178
537,679,406,0.667763157894737
537,187,172,0.475138121546961
537,244,221,0.565941101152369
537,669,406,0.673300165837479
537,240,215,0.553410553410553
537,642,402,0.681933842239186
537,569,394,0.7124773960217
