"number_edges_cminet","number_edges_phy","TP","F_score"
404,404,295,0.73019801980198
404,404,306,0.757425742574257
404,404,303,0.75
404,404,300,0.742574257425742
404,404,296,0.732673267326733
404,404,312,0.772277227722772
404,404,302,0.747524752475248
404,404,315,0.77970297029703
404,404,303,0.75
404,404,306,0.757425742574257
404,404,310,0.767326732673267
404,404,297,0.735148514851485
404,404,290,0.717821782178218
404,404,307,0.75990099009901
404,404,296,0.732673267326733
404,404,325,0.804455445544555
404,404,292,0.722772277227723
404,404,313,0.774752475247525
404,404,287,0.71039603960396
404,404,296,0.732673267326733
404,404,297,0.735148514851485
404,404,299,0.74009900990099
404,404,312,0.772277227722772
404,404,320,0.792079207920792
404,404,315,0.77970297029703
404,404,286,0.707920792079208
404,404,309,0.764851485148515
404,404,314,0.777227722772277
404,404,307,0.75990099009901
404,404,291,0.72029702970297
404,404,314,0.777227722772277
404,404,311,0.76980198019802
404,404,306,0.757425742574257
404,404,325,0.804455445544555
404,404,313,0.774752475247525
404,404,299,0.74009900990099
404,404,302,0.747524752475248
404,404,313,0.774752475247525
404,404,317,0.784653465346535
404,404,305,0.754950495049505
404,404,305,0.754950495049505
404,404,303,0.75
404,404,314,0.777227722772277
404,404,290,0.717821782178218
404,404,297,0.735148514851485
404,404,299,0.74009900990099
404,404,316,0.782178217821782
404,404,304,0.752475247524752
404,404,288,0.712871287128713
404,404,311,0.76980198019802
