"number_edges_cminet","number_edges_phy","TP","F_score"
340,340,240,0.705882352941177
340,340,232,0.682352941176471
340,340,225,0.661764705882353
340,340,250,0.735294117647059
340,340,213,0.626470588235294
340,340,235,0.691176470588235
340,340,217,0.638235294117647
340,340,231,0.679411764705882
340,340,234,0.688235294117647
340,340,242,0.711764705882353
340,340,244,0.717647058823529
340,340,237,0.697058823529412
340,340,226,0.664705882352941
340,340,239,0.702941176470588
340,340,216,0.635294117647059
340,340,240,0.705882352941177
340,340,230,0.676470588235294
340,340,218,0.641176470588235
340,340,229,0.673529411764706
340,340,218,0.641176470588235
340,340,230,0.676470588235294
340,340,231,0.679411764705882
340,340,219,0.644117647058824
340,340,242,0.711764705882353
340,340,240,0.705882352941177
340,340,250,0.735294117647059
340,340,212,0.623529411764706
340,340,249,0.73235294117647
340,340,221,0.65
340,340,245,0.720588235294118
340,340,236,0.694117647058824
340,340,232,0.682352941176471
340,340,219,0.644117647058824
340,340,234,0.688235294117647
340,340,243,0.714705882352941
340,340,233,0.685294117647059
340,340,238,0.7
340,340,254,0.747058823529412
340,340,226,0.664705882352941
340,340,260,0.764705882352941
340,340,228,0.670588235294118
340,340,253,0.744117647058824
340,340,226,0.664705882352941
340,340,230,0.676470588235294
340,340,239,0.702941176470588
340,340,223,0.655882352941176
340,340,218,0.641176470588235
340,340,217,0.638235294117647
340,340,229,0.673529411764706
340,340,246,0.723529411764706
