"number_edges_cminet","number_edges_phy","TP","F_score"
176,225,131,0.653366583541147
176,217,130,0.661577608142494
176,211,123,0.635658914728682
176,218,136,0.690355329949239
176,209,130,0.675324675324675
176,224,145,0.725
176,103,92,0.659498207885305
176,237,139,0.673123486682809
176,229,129,0.637037037037037
176,227,138,0.684863523573201
176,107,99,0.699646643109541
176,220,135,0.681818181818182
176,233,134,0.655256723716381
176,233,133,0.650366748166259
176,220,133,0.671717171717172
176,242,138,0.660287081339713
176,221,131,0.659949622166247
176,221,137,0.690176322418136
176,231,138,0.678132678132678
176,216,133,0.678571428571429
176,238,140,0.676328502415459
176,216,140,0.714285714285714
176,235,134,0.652068126520681
176,242,142,0.679425837320574
176,203,141,0.744063324538259
176,114,99,0.682758620689655
176,114,100,0.689655172413793
176,215,137,0.70076726342711
176,213,132,0.67866323907455
176,99,87,0.632727272727273
176,243,137,0.653937947494033
176,242,133,0.636363636363636
176,248,139,0.655660377358491
176,236,138,0.669902912621359
176,236,138,0.669902912621359
176,200,129,0.686170212765957
176,222,132,0.663316582914573
176,114,103,0.710344827586207
176,215,134,0.68542199488491
176,104,95,0.678571428571428
176,110,95,0.664335664335664
176,225,134,0.668329177057357
176,225,136,0.678304239401496
176,206,129,0.675392670157068
176,213,122,0.627249357326478
176,226,123,0.611940298507463
176,221,133,0.670025188916877
176,214,134,0.687179487179487
176,211,130,0.671834625322997
176,229,133,0.65679012345679
