"number_edges_cminet","number_edges_phy","TP","F_score"
111,123,88,0.752136752136752
111,130,76,0.630705394190871
111,110,72,0.65158371040724
111,116,84,0.740088105726872
111,105,74,0.685185185185185
111,128,83,0.694560669456067
111,138,82,0.65863453815261
111,114,82,0.728888888888889
111,105,65,0.601851851851852
111,127,75,0.630252100840336
111,122,73,0.626609442060086
111,102,72,0.676056338028169
111,126,72,0.607594936708861
111,110,72,0.65158371040724
111,114,76,0.675555555555556
111,105,69,0.638888888888889
111,117,82,0.719298245614035
111,124,77,0.65531914893617
111,129,86,0.716666666666667
111,107,77,0.706422018348624
111,115,75,0.663716814159292
111,112,69,0.618834080717489
111,122,79,0.678111587982833
111,127,81,0.680672268907563
111,116,73,0.643171806167401
111,122,76,0.652360515021459
111,127,78,0.65546218487395
111,113,71,0.633928571428572
111,124,77,0.65531914893617
111,119,63,0.547826086956522
111,122,82,0.703862660944206
111,109,69,0.627272727272727
111,129,79,0.658333333333333
111,130,74,0.614107883817427
111,107,78,0.715596330275229
111,116,77,0.6784140969163
111,131,84,0.694214876033058
111,114,78,0.693333333333333
111,134,81,0.661224489795918
111,103,69,0.644859813084112
111,126,77,0.649789029535865
111,121,72,0.620689655172414
111,114,75,0.666666666666667
111,128,80,0.669456066945607
111,110,67,0.606334841628959
111,114,71,0.631111111111111
111,126,77,0.649789029535865
111,114,70,0.622222222222222
111,110,84,0.760180995475113
111,118,81,0.707423580786026
