"number_edges_cminet","number_edges_phy","TP","F_score"
66,66,53,0.803030303030303
66,75,52,0.73758865248227
66,62,46,0.71875
66,71,47,0.686131386861314
66,68,54,0.805970149253731
66,72,55,0.797101449275362
66,70,51,0.75
66,63,50,0.775193798449612
66,100,54,0.650602409638554
66,74,45,0.642857142857143
66,74,44,0.628571428571429
66,66,51,0.772727272727273
66,73,51,0.733812949640288
66,69,49,0.725925925925926
66,65,50,0.763358778625954
66,63,46,0.713178294573643
66,70,56,0.823529411764706
66,66,49,0.742424242424242
66,75,52,0.73758865248227
66,65,47,0.717557251908397
66,78,54,0.75
66,60,42,0.666666666666667
66,69,51,0.755555555555556
66,72,54,0.782608695652174
66,72,53,0.768115942028986
66,74,54,0.771428571428571
66,76,54,0.76056338028169
66,60,44,0.698412698412698
66,72,52,0.753623188405797
66,59,40,0.64
66,65,51,0.778625954198473
66,66,49,0.742424242424242
66,74,54,0.771428571428571
66,66,48,0.727272727272727
66,71,49,0.715328467153285
66,69,51,0.755555555555556
66,76,57,0.802816901408451
66,79,57,0.786206896551724
66,87,54,0.705882352941177
66,64,50,0.769230769230769
66,74,52,0.742857142857143
66,68,52,0.776119402985075
66,68,53,0.791044776119403
66,73,49,0.705035971223022
66,73,50,0.719424460431655
66,72,53,0.768115942028986
66,74,55,0.785714285714286
66,67,47,0.706766917293233
66,71,52,0.759124087591241
66,67,50,0.75187969924812
