"number_edges_cminet","number_edges_phy","TP","F_score"
366,468,273,0.654676258992806
366,486,268,0.629107981220657
366,368,240,0.653950953678474
366,483,268,0.63133097762073
366,473,277,0.66030989272944
366,465,258,0.620938628158845
366,473,256,0.610250297973778
366,523,290,0.652418447694038
366,494,258,0.6
366,480,265,0.626477541371158
366,497,254,0.58864426419467
366,488,267,0.625292740046838
366,483,255,0.600706713780919
366,502,268,0.617511520737327
366,375,252,0.680161943319838
366,488,265,0.620608899297424
366,494,254,0.590697674418605
366,486,271,0.636150234741784
366,480,256,0.605200945626478
366,381,232,0.621151271753681
366,499,284,0.65664739884393
366,480,265,0.626477541371158
366,489,233,0.545029239766082
366,482,260,0.613207547169811
366,488,273,0.639344262295082
366,473,265,0.631704410011919
366,490,274,0.64018691588785
366,472,259,0.618138424821002
366,476,261,0.619952494061758
366,470,243,0.58133971291866
366,468,269,0.645083932853717
366,506,253,0.580275229357798
366,495,253,0.587688734030197
366,493,265,0.616996507566938
366,463,279,0.673100120627262
366,479,270,0.63905325443787
366,484,271,0.63764705882353
366,491,286,0.667444574095683
366,490,262,0.61214953271028
366,479,258,0.610650887573965
366,486,262,0.615023474178404
366,477,266,0.631079478054567
366,480,277,0.6548463356974
366,459,258,0.625454545454545
366,492,257,0.599067599067599
366,509,260,0.594285714285714
366,493,276,0.642607683352736
366,463,263,0.634499396863691
366,508,272,0.622425629290618
366,466,268,0.644230769230769
