"number_edges_cminet","number_edges_phy","TP","F_score"
105,101,87,0.844660194174757
105,107,78,0.735849056603774
105,104,87,0.832535885167464
105,98,82,0.807881773399015
105,102,89,0.859903381642512
105,106,86,0.815165876777251
105,101,85,0.825242718446602
105,99,84,0.823529411764706
105,130,92,0.782978723404255
105,108,87,0.816901408450704
105,107,76,0.716981132075472
105,101,84,0.815533980582524
105,111,87,0.805555555555555
105,104,87,0.832535885167464
105,98,85,0.83743842364532
105,91,79,0.806122448979592
105,96,85,0.845771144278607
105,102,90,0.869565217391304
105,109,85,0.794392523364486
105,112,90,0.829493087557604
105,102,88,0.85024154589372
105,106,87,0.824644549763033
105,98,84,0.827586206896552
105,114,94,0.858447488584475
105,108,89,0.835680751173709
105,97,86,0.851485148514851
105,102,88,0.85024154589372
105,104,81,0.77511961722488
105,109,89,0.83177570093458
105,93,73,0.737373737373737
105,109,88,0.822429906542056
105,105,85,0.80952380952381
105,110,87,0.809302325581395
105,109,90,0.841121495327103
105,107,88,0.830188679245283
105,101,81,0.786407766990291
105,112,89,0.820276497695852
105,105,89,0.847619047619048
105,104,82,0.784688995215311
105,102,85,0.821256038647343
105,109,91,0.850467289719626
105,106,86,0.815165876777251
105,103,88,0.846153846153846
105,113,88,0.807339449541284
105,114,86,0.785388127853881
105,106,87,0.824644549763033
105,105,86,0.819047619047619
105,102,86,0.830917874396135
105,101,84,0.815533980582524
105,108,93,0.873239436619718
