"Actinobacteria","Acidobacteriae","Anaerolineae","Gemmatimonadetes","Alphaproteobacteria","Vicinamibacteria","Nitrospiria","Gammaproteobacteria","Polyangia","Bacteroidia","Bacilli","Clostridia","Acidimicrobiia","Verrucomicrobiae","Thermoleophilia","Chloroflexia","Myxococcia","TK10","KD4.96","Saccharimonadia","Bdellovibrionia","Planctomycetes","Ktedonobacteria","Blastocatellia","Oligoflexia","Holophagae","JG30.KF.CM66","OLB14","Parcubacteria","Methylomirabilia","Microgenomatia","Cyanobacteriia","MB.A2.108","Babeliae","Thermoanaerobaculia","Chlamydiae","Dehalococcoidia","Gitt.GS.136","Phycisphaerae","Vampirivibrionia","Elusimicrobia","Fibrobacteria","Kapabacteria","SHA.26","P2.11E","Sericytochromatia","Chthonomonadetes","bacteriap25","Dojkabacteria","AD3","Longimicrobia","Lineage.IIa","S0134.terrestrial.group","Subgroup.25","Subgroup.5","Fimbriimonadia","Gracilibacteria","Ignavibacteria","Lineage.IIb","OM190","Negativicutes","Subgroup.22","WWE3","BD2.11.terrestrial.group","Deinococci","Latescibacteria","Desulfuromonadia","BD7.11","Desulfitobacteriia","Subgroup.11","Kryptonia","Sumerlaeia","Pla4.lineage","Berkelbacteria","ABY1","Armatimonadia","Spirochaetia","AKAU4049","Omnitrophia","Limnochordia","Abditibacteria","Syntrophobacteria","Nanoarchaeia","Rhodothermia","Symbiobacteriia","Entotheonellia","Desulfobulbia","Thermodesulfovibrionia","Desulfobaccia","Kazania","Hydrogenedentia","Desulfobacteria","Coriobacteriia","Subgroup.18","vadinHA49","Thermoplasmata","Aminicenantia","AT.s3.28","Syntrophia","response"
3505,3570,111,1418,4782,342,112,2581,468,1210,1067,167,347,952,1300,723,235,209,379,618,65,370,2042,147,9,66,150,114,227,9,41,462,12,3,19,18,25,11,7,50,59,48,45,5,0,17,27,10,0,135,3,35,0,0,0,8,0,0,9,0,0,0,0,0,89,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,151,277,276,778,823,276,434,382,263,608,54,225,156,125,188,39,0,283,11,7,0,22,98,18,4,24,28,49,37,18,0,88,2,53,16,27,111,17,0,16,10,7,11,6,0,0,14,3,0,0,0,7,8,12,7,0,4,3,0,0,10,2,0,0,20,0,0,0,0,3,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2792,10,773,2743,112,50,1036,461,420,1158,96,308,380,790,188,44,83,223,180,32,84,1309,5,59,5,199,125,220,0,21,5,4,25,0,64,0,0,0,22,34,0,16,0,0,0,37,0,6,315,0,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,1781,198,1134,3420,505,169,2197,536,981,1383,113,232,1065,705,880,261,199,552,476,131,179,1306,308,74,57,106,78,111,13,28,553,0,9,57,21,13,124,11,47,10,32,20,11,0,24,41,0,5,41,20,11,3,0,0,16,25,0,2,0,0,0,2,0,18,0,0,0,0,0,0,12,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,2194,161,1081,2641,384,89,1171,489,527,915,123,248,949,759,451,172,143,321,223,37,276,1190,199,25,43,91,79,118,9,21,346,0,8,0,17,20,37,0,5,10,25,26,11,0,25,36,8,0,74,0,13,0,0,0,6,12,0,0,0,3,0,2,0,17,0,3,5,0,0,0,0,0,0,7,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,2581,159,1008,3227,395,149,1770,311,678,1011,114,242,1447,1186,618,164,239,426,321,30,200,1290,208,6,97,93,68,141,28,14,369,14,16,13,28,12,66,8,13,0,38,19,8,7,9,17,0,0,90,0,21,0,0,0,19,22,0,9,0,0,2,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,1309,315,1097,7012,943,229,3607,375,3109,2423,164,686,937,2070,578,223,154,802,170,81,23,710,376,79,180,171,26,36,171,42,19,260,19,42,11,58,543,110,35,0,18,0,27,4,8,29,49,30,38,5,0,0,81,34,6,0,12,4,0,0,8,0,0,18,5,3,0,10,0,7,4,2,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1184,377,127,303,1265,191,12,267,93,139,490,172,141,66,506,47,20,63,322,48,0,9,179,16,17,35,19,0,0,39,0,33,34,0,7,0,39,100,0,0,0,3,0,2,0,0,6,0,0,0,61,0,0,22,32,12,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
4449,4911,63,1557,5318,348,231,3211,561,1257,2334,594,503,989,1435,622,260,195,534,413,53,323,2014,97,18,65,222,222,603,20,31,406,0,23,11,41,15,28,13,52,20,15,26,0,0,5,54,13,4,281,0,82,0,5,0,7,4,0,14,0,11,0,0,0,18,0,0,0,0,0,8,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3948,5310,111,1670,6247,224,119,3591,486,1935,1581,191,597,802,1340,804,230,389,256,651,57,719,3478,35,43,42,189,197,517,5,45,737,0,14,6,44,19,0,6,37,40,5,47,12,0,25,97,8,4,442,15,49,0,0,0,6,0,0,10,0,5,0,5,2,148,0,0,0,0,0,18,0,0,0,0,23,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,4066,407,1569,5270,667,165,2815,714,1159,1553,182,627,1275,1793,766,198,345,793,392,50,304,2273,275,54,122,126,120,531,38,36,294,30,32,25,72,48,125,22,33,54,71,42,23,0,9,31,11,2,300,9,31,0,0,0,0,7,4,31,0,0,2,11,0,37,0,0,0,0,0,21,3,0,7,6,4,6,6,0,2,2,2,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0
3165,3985,67,1604,4977,485,99,2953,747,1725,1231,174,422,1514,1920,935,199,313,548,646,57,345,1651,95,16,48,198,275,614,22,43,440,0,16,0,14,23,30,0,41,14,42,62,0,2,8,118,18,8,76,20,92,0,0,0,8,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4912,5380,8,1324,7270,274,399,5137,691,4285,1675,388,577,1167,1823,964,296,238,552,1157,110,929,2542,14,80,16,398,399,398,4,69,1022,0,36,2,66,13,0,5,37,61,32,45,0,0,14,83,0,24,143,17,49,0,0,0,9,0,0,0,0,11,0,0,0,252,0,0,0,0,0,0,0,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3389,5796,25,1874,6283,343,103,4793,621,2280,1735,234,660,1664,2111,940,315,260,381,479,106,513,2420,93,44,23,452,320,237,17,34,622,8,25,5,27,13,0,8,65,36,41,34,0,0,0,108,8,0,148,17,120,3,0,0,5,0,0,4,0,0,0,8,0,29,0,13,15,9,0,0,3,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,4449,4,990,5043,95,72,2868,225,2657,1902,560,491,372,1303,663,49,119,638,447,21,271,2015,0,62,12,332,149,105,0,10,223,3,17,0,24,10,12,0,3,16,0,17,0,0,14,29,0,5,864,2,9,41,2,0,0,0,0,0,0,27,0,0,0,82,0,0,0,31,0,4,0,0,0,0,8,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,6469,26,1790,6887,154,55,3050,306,1268,3323,323,805,468,2539,721,150,143,831,693,64,267,2812,20,77,24,361,245,1010,6,98,42,0,64,0,29,32,0,0,17,30,0,42,0,0,9,37,0,6,1591,0,34,67,0,0,20,2,0,3,0,5,0,14,0,0,0,0,0,15,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,3730,105,1445,5483,337,115,2865,522,1539,2746,180,396,981,1737,870,399,311,405,530,9,440,2651,205,91,58,236,129,78,16,70,716,16,24,24,25,20,15,3,12,17,37,46,19,0,21,48,0,0,173,3,26,42,0,0,8,2,0,25,0,4,0,0,7,47,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5662,2135,251,1675,6195,620,248,2522,510,1888,3492,196,559,1222,1524,1165,485,174,642,738,106,274,1870,666,186,127,50,37,77,82,59,367,45,21,129,23,16,212,12,49,29,22,17,31,17,43,42,47,0,92,19,25,14,11,5,10,0,7,10,4,3,0,0,0,27,0,0,2,4,0,0,0,0,15,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
11911,3439,292,2468,9605,2135,404,6143,1341,2312,12174,695,1198,1016,5169,628,809,227,1571,812,186,160,1354,1203,416,349,288,54,31,215,32,95,118,217,160,109,96,453,15,214,140,10,68,20,5,123,100,145,0,46,26,56,9,19,118,29,11,0,28,0,36,15,0,0,0,0,52,28,0,0,0,0,0,22,0,53,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0
2729,1512,114,776,3378,765,127,2058,331,749,7217,211,294,333,1773,100,192,23,580,214,40,30,328,375,86,340,65,11,86,210,22,31,39,158,68,33,35,137,0,11,32,0,0,8,7,19,21,55,4,46,10,26,0,29,34,2,0,18,5,0,6,8,15,0,4,6,19,9,0,9,8,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0
4373,1858,354,1353,4920,825,221,2377,403,1911,2568,189,630,877,1456,933,261,90,869,382,53,112,1021,644,88,229,146,34,77,228,35,76,74,13,57,0,17,312,13,63,57,17,3,40,59,30,26,37,20,117,28,14,10,13,14,9,7,6,0,0,2,0,0,7,37,0,0,7,5,0,9,0,0,4,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,2626,206,1231,5425,840,199,3245,380,1830,2768,177,481,706,1164,409,92,138,485,452,94,64,780,393,64,158,189,73,170,234,11,67,67,38,28,20,34,90,16,10,34,0,16,18,71,3,19,13,12,135,0,14,0,21,0,7,4,0,0,0,23,4,3,7,2,11,0,0,0,0,36,0,3,0,7,10,0,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
