"number_edges_cminet","number_edges_phy","TP","F_score"
456,469,409,0.884324324324324
456,466,406,0.880694143167028
456,477,409,0.876741693461951
456,462,402,0.875816993464052
456,468,404,0.874458874458874
456,464,399,0.867391304347826
456,466,399,0.865509761388286
456,480,404,0.863247863247863
456,472,400,0.862068965517241
456,459,394,0.86120218579235
456,470,398,0.859611231101512
456,475,400,0.859291084854995
456,464,395,0.858695652173913
456,485,404,0.858660998937301
456,470,397,0.857451403887689
456,466,395,0.856832971800434
456,462,393,0.856209150326797
456,468,393,0.850649350649351
456,460,389,0.849344978165939
456,446,383,0.849223946784922
456,472,394,0.849137931034483
456,465,391,0.849077090119435
456,458,388,0.849015317286652
456,463,390,0.848748639825898
456,461,389,0.848418756815703
456,478,396,0.84796573875803
456,469,392,0.847567567567568
456,462,389,0.847494553376906
456,467,391,0.847237269772481
456,469,391,0.845405405405405
456,474,393,0.845161290322581
456,487,398,0.844114528101803
456,471,391,0.843581445523193
456,493,400,0.842992623814542
456,472,391,0.842672413793103
456,484,396,0.842553191489362
456,483,394,0.839190628328009
456,461,384,0.837513631406761
456,466,386,0.837310195227766
456,485,391,0.831030818278427
456,479,387,0.827807486631016
456,482,387,0.825159914712154
456,472,382,0.823275862068965
456,469,379,0.81945945945946
456,452,372,0.819383259911894
456,445,369,0.819089900110988
456,491,385,0.813093980992608
456,453,368,0.80968096809681
456,455,367,0.805708013172338
456,460,369,0.805676855895197
